cs 4780,machine learning for intelligent systems,"An introduction to machine learning for intelligent systems (e.g. search engines, recommender systems, ad placement). Topics include supervised learning, statistical learning theory, and online learning.",spring,artificial intelligence,,
cs 4850,mathematical foundations for the information age,"Covers the mathematical foundations for access to information. Topics include high dimensional space, random graphs, singular value decomposition, Markov processes, learning theory, and algorithms for massive data.",spring,scientific computing,cs 2800,
cs 4852,networks ii: market design,"Networks II builds on its prerequisite course and continues to examine how each of the computing, economic, sociological and natural worlds are connected and how the structure of these connections affects these worlds. In this course, we will construct mathematical models for and analyze networked settings, allowing us to both make predictions about behavior in such systems, as well as reason about how to design such systems to exhibit some desirable behavior. Throughout, we will draw on real-world examples such as social networks, peer-to-peer filesharing, Internet markets, and crowdsourcing, that illustrate these phenomena.",spring,networks,,
cs 4860,applied logic,"Propositional and predicate logic, compactness and completeness using tableaux, natural deduction, and/or resolution. Other topics chosen from the following: Equational logic. Herbrand Universes and unification. Rewrite rules and equational logic, Knuth-Bendix method, and the congruence-closure algorithm and lambda-calculus reduction strategies. Modal logics, intuitionistic logic, Prolog, LISP, ML, or Nuprl. Applications to expert systems and program verification. Noncomputability (Turing) and incompleteness (G_del).",spring,general,,
cs 4990,international research internship,,,general,,
cs 5094,"introduction to blockchains, cryptocurrencies, and smart contracts","Viewed variously as a niche currency for online criminals and a technological threat to the financial industry, Bitcoin has fueled mythmaking, financial speculation, and real technological innovation. We will study both Bitcoin and the technological landscape it has inspired and catalyzed. Topics will include: The mechanics of consensus algorithms, such as Proof of Work and Byzantine Consensus, and their role in blockchains and cryptocurrencies; cryptographic tools employed in cryptocurrencies, including digital signatures algorithm and zero-knowledge proofs; the evolution and mechanics of Bitcoin and its ecosystem; smart contracts; and special topics, such as trusted hardware in blockchain-based systems, smart contracts and real-world contract law, and cryptocurrencies and crime.",spring,cryptography,,
cs 5120,introduction to compilers,"An introduction to the specification and implementation of modern compilers. Topics covered include lexical scanning, parsing, type checking, code generation and translation, an introduction to program analysis and optimization, and compile-time and run-time support for modern programming languages. As part of the course, students will build a working compiler for an object-oriented language.",spring,general,"cs 3110;cs 3420,cs 3410",
cs 5121,practicum in compilers,Students will build a working compiler for an object-oriented language.,fall,general,,
cs 5150,software engineering,"Introduction to the practical problems of specifying, designing, and building large, reliable software systems. Students work in teams on projects for real clients. This work includes a feasibility study, requirements analysis, object-oriented design, implementation, testing, and delivery to the client. Additional topics covered in lectures include professionalism, project management, and the legal framework for software development.",spring,general,cs 2110,
cs 5304,data science in the wild,"Massive amounts of data are collected by many companies and organizations and the task of a data scientist is to extract actionable knowledge from the data __ for scientific needs, to improve public health, to promote businesses, for social studies and for various other purposes. This course will focus on the practical aspects of the field and will attempt to provide a comprehensive set of tools for extracting knowledge from data.",spring,scientific computing,,
cs 5412,cloud computing,"Focuses on cloud computing, large-scale Internet applications, and other practical issues in designing and implementing trustworthy, scalable distributed software.",spring,scientific computing,cs 4410,
cs 5424,developing and designing interactive devices,"This course provides an introduction to the human-centered and technical workings behind interactive devices ranging from cell phones and video controllers to household appliances and smart cars. This is a hands-on, lab-based course. For the final project, students will build a functional IoT prototype of their own design, using Javascript, single-board Linux computer, embedded microcontrollers, and other electronics components. Topics include electronics prototyping, interface prototyping, sensors and actuators, microcontroller development, physical prototyping and user testing.",spring,general,,
cs 5430,system security,"Discusses security and survivability for computers and communications networks. Includes discussions of policy issues (e.g., the national debates on cryptography policy) as well as discussions of the technical alternatives for implementing the properties that comprise ""trustworthiness"" in a computing system. Covers mechanisms for authorization and authentication as well as cryptographic protocols.",spring,cryptography,cs 4410,
cs 5431,practicum in system security,"Explores the design and construction of secure computing systems, including secure coding and the use of software analysis tools. Course involves the construction of a significant project group project.",spring,cryptography,,
cs 5433,"blockchains, cryptocurrencies, and smart contracts","Viewed variously as a niche currency for online criminals and a technological threat to the financial industry, Bitcoin has fueled mythmaking, financial speculation, and real technological innovation. We will study both Bitcoin and the technological landscape it has inspired and catalyzed. Topics will include: the mechanics of consensus algorithms, such as Proof of Work and Byzantine Consensus, and their role in blockchains and cryptocurrencies; cryptographic tools employed in cryptocurrencies, including digital signatures algorithm and zero-knowledge proofs; the evolution and mechanics of Bitcoin and its ecosystem; smart contracts; and special topics, such as trusted hardware in blockchain-based systems, smart contracts and real-world contract law, and cryptocurrencies and crime. Grading will be based on homework assignments and a final project.",spring,cryptography,,
cs 5436,privacy in the digital age,"This course introduces students to privacy technologies and surveys the current state of digital privacy from multiple perspectives, including technology, law, policy, ethics, economics, and surveillance.",spring,cryptography,,
cs 5620,introduction to computer graphics,"Introduction to the principles of computer graphics in two and three dimensions. Topics include digital images, filtering and antialiasing, 2-D and 3-D affine geometry, ray tracing, perspective and 3-D viewing, the graphics pipeline, curves and surfaces, and human visual perception. Homework assignments require some Java programming.",spring,computer graphics,cs 2110,
cs 5621,computer graphics practicum,Provides CS 4620_students with hands-on experience in computer graphics programming on modern graphics hardware. A semester-long project involves building a substantial interactive 3D system. The course uses Java and OpenGL for code development.,spring,computer graphics,,
cs 5670,introduction to computer vision,"An in-depth introduction to computer vision. The goal of computer vision is to compute properties of our world-the 3D shape of an environment, the motion of objects, the names of people or things-through analysis of digital images or videos. _The course covers a range of topics, including 3D reconstruction, image segmentaion, object recognition, and vision algorithms fro the Internet, as well as key algorithmic, optimization, and machine learning techniques, such as graph cuts, non-linear least squares, and deep learning. _This course emphasizes hands-on experience with computer vision, and several large programming projects.",spring,computer vision,"cs 2110,cs 2800",
cs 5682,hci and design,"Human-Computer Interaction (HCI) and design theory and techniques. Methods for designing, prototyping, and evaluating user interfaces. Basics of visual design, graphic design, and interaction design. Understanding human capabilities, interface technology, interface design methods, prototyping tools, and interface evaluation tools and techniques.",spring,general,,
cs 5726,learning and decision making,"This course covers the analysis of data for making decisions with applications to electronic commerce, AI and intelligent agents, business analytics, and personalized medicine. The focus will be on learning good and automated decision policies, inferring causal effects of potential decisions, and interactive and intelligent systems that learn through acting and act to learn. Topics include A/B testing, sequential decision making and bandits, decision theory, risk minimization and generalization, Markov decision processes, reinforcement learning, analysis of observational data, instrumental variable analysis, and algorithmic fairness of personalized decision policies. Students are expected to have taken a first course in machine learning and have working knowledge of calculus, probability, and linear algebra as well as a modern scripting language such as Python.",spring,artificial intelligence,cs 5785,
cs 5780,machine learning for intelligent systems,"An introduction to machine learning for intelligent systems (e.g. search engines, recommender systems, ad placement). Topics include supervised learning, statistical learning theory, and online learning. This course can be taken independently or in any order with CS 4786/CS 5786.",spring,artificial intelligence,,
cs 5830,cryptography,"Introductory course in Cryptography. Topics include one-way functions, encryption, digital signatures, pseudo-random number generation, zero-knowledge and basic protocols. The emphasis will be on fundamental notions and constructions with proofs of security based on precise definitions and assumptions.",spring,cryptography,cs 2800,
cs 6110,advanced programming languages,"Study of programming paradigms: functional, imperative, concurrent, and probabilistic programming. Mathematical foundations: inductive definitions, fixed points, and formal semantics. Models of programming languages including the lambda calculus. Type systems, polymorphism, modules, and object-oriented constructs. Program transformations, program logic, and applications to programming methodology._",spring,general,,
cs 6117,category theory for computer scientists,"An introduction to category theory, with a focus on material with established applications to computer science and programming languages, in particular. The course emphasizes developing comfort with abstraction and instantiation.",spring,general,cs 3110,
cs 6241,numerical methods for data science,"A discussion of numerical methods (particularly iterative methods for linear algebra and optimization) in the context of machine learning and data analysis problems._ The course will particularly focus on sparsity, rank structure, and spectral behavior of underlying linear algebra problems; convergence behavior and ""regularization via iteration"" effects for standard solvers; and comparisons between numerical methods for data analysis with large-scale numerical methods used in other areas of science and engineering.",spring,scientific computing,,
cs 6320,advanced database systems,Covers a variety of advanced issues ranging from transaction management to query processing to data mining. Involves extensive paper reading and discussion.,spring,database,cs 4320,
cs 6411,systems principles,"The design of computer systems is driven by a small number of principles that are leveraged to achieve both functionality and performance. These principles, and the key techniques used to instantiate them, are the subject of this course. We will study them both in isolation and in the context of systems in which they have been applied. Examples will be drawn from computer architecture and organization, operating systems, database management systems, computer networks, and distributed systems. A final paper or project will be due on which the course grade will be based. It will be either an independent study with final paper and presentation, or a software project and presentation, at the students' choice.",spring,general,cs 4410,
cs 6431,security and privacy technologies,"A survey of modern security and privacy technologies. Topics include exploitation techniques, Web and mobile security, uses and misuses of cryptography in secure systems, attacking and defending secure network protocols, data privacy and anonymity, censorship resistance, electronic payments.",spring,cryptography,,
cs 6466,cryptocurrencies and smart contracts,"This paper-reading course will examine the design and implementation of cryptocurrencies, digital coin systems and smart tokens. Starting with the initial virtual currency proposals from the 90's, we will cover the landmark papers that provide the foundation for today's cryptocurrencies and smart contract platforms, with some emphasis on public key cryptography, consensus protocols, and other foundational building blocks. The course will also cover smart contract construction, including Digital Autonomous Organizations and other application areas.",spring,cryptography,cs 2110,
cs 6700,advanced artificial intelligence,"Covers a variety of areas in AI, including knowledge representation, automated reasoning, learning, game-playing, and planning, with an emphasis on computational issues.",spring,artificial intelligence,cs 4700,
cs 6740,advanced language technologies,"Graduate-level introduction to technologies for the computational treatment of information in human-language form, covering modern natural-language processing (NLP) and/or information retrieval (IR). Possible topics include latent semantic analysis (LSI), clickthrough data for web search, language modeling, text categorization and clustering, information extraction, computational syntactic and semantic formalisms, grammar induction, and machine translation.",spring,general,,
cs 6751,introduction to robotic mobile manipulation,"Mobile manipulation is the ability for a robot to interact physically with versatility in the world. As robots become integrated into complex human environments, mobile manipulation is increasingly necessary. Robotic mobile manipulation will enable such applications as personal assistant robots in the home and factory worker in advanced manufacturing. This course covers the fundamental theory, concepts, and systems of mobile manipulation, both software and hardware. It addresses the topics of kinematics, dynamics, controls, grasping, planning, mapping, dealing with uncertainty, and human-robot interaction.",spring,artificial intelligence,,
cs 6783,machine learning theory,"This course on machine learning theory introduces basic results, tools, and techniques used in analysis of statistical and online learning algorithms. The course also introduces the basics of computational learning theory.__",spring,artificial intelligence,"cs 4780,cs 4786,cs 6780",
cs 6850,the structure of information networks,"Information networks such as the World Wide Web are characterized by the interplay between heterogeneous content and a complex underlying link structure. This course covers recent research on algorithms for analyzing such networks and models that abstract their basic properties. Topics include combinatorial and probabilistic techniques for link analysis, centralized and decentralized search algorithms, generative models for networks, and connections with work in the areas of social networks and citation analysis.",spring,networks,cs 4820,
cs 6861,introduction to kleene algebra,"Kleene algebra is the algebra of regular expressions and finite automata, structures of fundamental importance in computer science. Kleene algebra is the algebraic theory of these objects, although it has many other natural and useful interpretations: relational algebra, programming language semantics, program logics, automata and formal languages, network programming, computational geometry, and the design and analysis of algorithms. In this course we will explore the theory and applications of this system, including models, deductive systems, completeness and complexity results, and applications in the areas mentioned above. A final paper or project will be due on which the course grade will be based. It will be either an independent study with final paper and presentation, or a software project and presentation, at the students' choice.",spring,scientific computing,cs 6860,
cs 7690,computer graphics seminar,The Graphics/Vision Research Seminar discusses recent research in the areas of computer graphics and computer vision. The goal is to foster technical discussions and collaboration among the Cornell graphics and vision research community.,spring,computer graphics,,
